educations-end_date,educations-field_of_study,educations-school-name,positions-is-current,num-connections,industry-specialization
31/12/1993,16,MAPUA INSTITUTE OF TECHNOLOGY,0,184,4
31/12/2006,1,UNIERSITY OF CEBU,0,0,16
31/12/2007,16,SAINT MARY'S UNIVERSITY (PH),0,3,7
31/12/1996,16,MARY CHILES COLLEGE,0,0,7
31/12/2003,14,UNIVERSITY OF NUEVA CACERES,0,7,0
31/12/1998,16,UP DILIMAN,1,134,15
31/12/1991,10,UNIVERSITY OF THE EAST,0,0,16
31/12/2012,16,DE LA SALLE UNIVERSITY,0,52,4
31/12/2010,16,OUR LADY OF FATIMA UNIVERSITY,1,9,7
31/12/2012,16,MAPUA INSTITUTE OF TECHNOLOGY,1,1,4
31/12/2009,8,PALAWAN STATE UNIVERSITY,0,500+,16
31/12/1993,16,UNIVERSITY OF THE PHILIPPINES,0,32,4
31/12/2008,16,UNIVERSITY OF THE PHILIPPINES,0,50,16
31/12/2011,10,ATENEO DE MANILA UNIVERSITY,0,438,16
31/12/1977,16,UNIVERSITY OF THE PHILIPPINES,0,32,16
31/12/1999,4,DATAMEX INSTITUTE OF COMPUTER TECHNOLOGY,0,180,16
31/12/2012,1,COLUMBAN COLLEGE - OLONGAPO CITY,0,0,11
31/12/1997,1,UNIVERSITY OF THE PHILIPPINES EXTENSION PROGRAM IN OLONGAPO (UPEPO),0,98,16
31/12/2000,16,SANTA ISABEL COLLEGE,1,2,16
31/12/2005,6,MAPUA INSTITUTE OF TECHNOLOGY,0,12,6
31/12/1984,6,UNIVERSITY OF THE PHILIPPINES,1,2,16
31/12/2005,5,UP COLLEGE OF PUBLIC HEALTH,0,4,7
31/12/2006,7,ARRIESGADO COLLEGE FOUNDATION,0,1,7
31/12/1994,6,UNIVERSITY OF MISSOURI-ROLLA,0,500+,3
31/12/2010,4,AMA UNIVERSITY,0,23,4
31/12/1998,16,UNIVERSITY OF THE PHILIPPINES,0,63,16
31/12/1999,16,COLUMBAN COLLEGE - OLONGAPO CITY,1,3,0
31/12/2006,7,UNIVERSITY OF SANTO TOMAS,0,40,11
31/12/2010,2,DE LA SALLE - COLLEGE OF SAINT BENILDE,0,3,16
31/12/2005,16,UNIVERSITY OF THE PHILIPPINES,0,10,11
31/12/2004,16,UNIVERSITY OF THE PHILIPPINES,0,3,6
31/12/1996,16,UNIVERSITY OF SANTO TOMAS,0,500+,16
31/12/1989,8,SAINT PAUL UNIVERSITY,1,21,16
31/12/2009,16,URDANETA CITY UNIVERSITY,0,33,4
31/12/2004,12,CENTRO ESCOLAR UNIVERSITY,1,0,16
31/12/2005,16,MARINERS POLYTECHNIC COLLEGES FOUNDATION & PHILIPPINE MARITIME INSTITUTE,1,1,16
31/12/2001,7,UNIVERSITY OF MINDANAO/DAVAO CITY/ PHILIPPINES,0,5,16
31/12/2007,4,UNIVERSITY OF MAKATI,1,5,15
31/12/2010,16,DALE CARNEGIE,0,70,8
31/12/2005,4,UNIVERSITY OF THE EAST,0,142,4
31/12/2007,16,STI COLLEGE,0,9,4
31/12/1994,16,UNIVERSITY OF SANTO TOMAS,0,137,4
31/12/1990,16,MAPUA INSTITUTE OF TECHNOLOGY,0,53,2
31/12/1984,16,UNIVERSITY OF THE PHILIPPINES,0,210,4
31/12/2006,16,"FAR EASTERN UNIVERSITY, MANILA",0,197,1
31/12/2011,2,MIRIAM COLLEGE,0,28,10
31/12/1999,16,UNIVERSITY OF SAN JOSE - RECOLETOS,1,14,4
31/12/1998,0,STL LOUIS COLLEGE-VALENZUELA CITY,0,43,16
31/12/2010,16,ST. PAUL UNIVERSITY MANILA,0,42,16
31/12/1966,6,NATIONAL UNIVERSITY (PH),0,20,5
31/12/2005,16,THE UNIVERSITY OF EDINBURGH,0,0,16
31/12/1988,16,GEORGETOWN UNIVERSITY - THE MCDONOUGH SCHOOL OF BUSINESS,1,66,15
31/12/1993,7,UNIVERSITY OF THE PHILIPPINES MANILA,1,19,7
31/12/1980,16,UNIVERSITY OF THE PHILIPPINES,0,389,0
31/12/2004,16,ASIAN INSTITUTE OF MANAGEMENT,0,35,15
31/12/1975,16,ASIAN INSTITUTE OF MANAGEMENT,0,9,8
31/12/2007,16,ATENEO DE MANILA UNIVERSITY,0,37,2
31/12/2000,16,ASIAN INSTITUTE OF MANAGEMENT,0,88,4
31/12/2011,1,DON MARIANO MARCOS MEMORIAL STATE UNIVERSITY,0,1,4
31/12/2004,16,UNIVERSITY OF SAN AGUSTÍN,1,2,5
31/12/2008,16,STI COLLEGE OF DAVAO,0,62,4
31/12/2011,7,ATENEO GRADUATE SCHOOL OF BUSINESS,0,101,7
31/12/1978,14,UNIVERSITY OF THE PHILIPPINES,0,3,14
31/12/2006,16,ATENEO DE MANILA UNIVERSITY,0,192,16
31/12/1984,16,UNIVERSITY OF NUEVA CACERES,0,4,16
31/12/2009,6,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES - TAGUIG,1,1,5
31/12/2004,16,PHILIPPINE SCHOOL OF BUSINESS ADMINISTRATION,0,126,4
31/12/2003,6,COLEGIO DE DAGUPAN,0,7,9
31/12/2002,16,PALAWAN STATE UNIVERSITY,0,94,12
31/12/2007,16,UNIVERSITY OF THE PHILIPPINES,0,192,8
31/12/2005,6,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,1,1,5
31/12/2011,4,PAMANTASAN NG LUNGSOD NG MAYNILA,0,218,16
31/12/2003,4,MINDANAO UNIVERSITY OF SCIENCE AND TECHNOLOGY,0,10,4
31/12/2000,6,MARINERS POLYTECHNIC COLLEGES FOUNDATION,0,1,16
31/12/2011,16,PAMANTASAN NG LUNGSOD NG MAYNILA,1,38,16
31/12/2005,16,ADAMSON UNIVERSITY,0,16,6
31/12/2007,16,NEGROS ORIENTAL STATE UNIVERSITY,1,0,16
31/12/2006,16,EULOGIO AMANG RODRIQUEZ SCIENCE AND TECHNOLOGY,0,0,16
31/12/2004,16,SAINT LOUIS UNIVERSITY BAGUIO,0,138,16
31/12/2006,14,PMI COLLEGES MANILA,0,3,15
31/12/1985,16,UNIVERSITY OF MINDANAO,1,1,16
31/12/2010,1,MISAMIS UNIVERSITY,0,9,5
31/12/1998,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,1,2
31/12/2011,16,MARIKINA POLYTECHNIC COLLEGE,0,1,6
31/12/2013,16,RAFFLES DESIGN INSTITUTE,0,65,16
31/12/1975,7,SOUTHWESTERN UNIVERSITY (PH),0,0,7
31/12/1991,6,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,12,3
31/12/2005,4,UNIVERSITY OF THE PHILIPPINES,0,55,4
31/12/2004,16,AMA UNIVERSITY,0,26,4
31/12/1987,0,PHILIPPINE SCHOOL OF BUSINESS ADMINISTRATION,1,9,16
31/12/1998,4,AMA UNIVERSITY,0,104,4
31/12/2003,2,THE PHILIPPINE WOMEN'S UNIVERSITY,0,53,2
31/12/1994,16,UNIVERSITY OF THE EAST,0,46,0
31/12/2007,16,POLYTHECNIC UNIVERSITY OF THE PHILIPPINES,1,1,15
31/12/2005,16,FOUNDATION UNIVERSITY,0,32,16
31/12/1985,0,PHILIPPINE CHRISTIAN UNIVERSITY,1,3,0
31/12/1988,14,UNIVERSITY OF SANTO TOMAS,0,2,14
31/12/2010,4,DE LA SALLE UNIVERSITY,0,146,4
31/12/2003,16,UNIVERSITY OF THE PHILIPPINES,0,95,16
31/12/2010,4,ATENEO DE DAVAO UNIVERSITY,0,1,4
31/12/1987,16,STANFORD UNIVERSITY,0,112,16
31/12/2008,16,UNIVERSITY OF SAN CARLOS,0,37,9
31/12/1998,16,ATENEO DE NAGA UNIVERSITY,0,25,16
31/12/1974,16,LASALLE ILIGAN,1,3,0
31/12/1990,16,UNIVERSITY OF SAN CARLOS,0,58,4
31/12/2011,0,"INTERWORLD COLLEGES FOUNDATION INC.,",0,0,2
31/12/1996,1,DE LA SALLE UNIVERSITY,1,12,7
31/12/1991,16,NUEVA VIZCAYA STATE UNIVERSITY,0,0,5
31/12/2009,0,CPA REVIEW SCHOOL OF THE PHILIPPINES (CPAR),1,41,0
31/12/2012,16,TRUST INSTITUTE OF THE PHILIPPINES,0,1,0
31/12/1998,12,UNIVERSITY OF THE PHILIPPINES,0,8,2
31/12/2003,6,MAPUA INSTITUTE OF TECHNOLOGY,0,64,16
31/12/1988,6,UNIVERSITY OF SANTO TOMAS,0,33,6
31/12/1992,0,COR JESU COLLEGE,0,26,0
31/12/2011,16,TSINGHUA UNIVERSITY,0,41,0
31/12/2011,16,COMSOFIL,0,5,16
31/12/2004,4,AMA COMPUTER UNIVERSITY,0,47,4
31/12/2008,4,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,500+,4
31/12/2002,16,COLEGIO DE SAN JUAN DE LETRAN,0,73,16
31/12/1995,16,DE LA SALLE-ARANETA UNIVERSITY,0,210,1
31/12/2007,16,FAR EASTERN UNIVERSITY,0,1,7
31/12/1985,0,NOTRE DAME UNIVERSITY,1,0,5
31/12/2005,6,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,16,6
31/12/2005,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,1,16
31/12/2009,4,INTERFACE COMPUTER COLLEGE,0,58,4
31/12/2002,6,CEBU INSTITUTE OF TECHNOLOGY,0,10,4
31/12/2013,16,DE LA SALLE UNIVERSITY,1,8,0
31/12/2005,16,LETRAN COLLEGE,0,10,4
31/12/1991,6,PHILIPPINE MARITIME INSTITUTE,0,2,16
31/12/2010,6,UNIVERSITY OF BATANGAS,1,48,16
31/12/2000,16,SAINT LOUIS COLLEGE,0,55,0
31/12/1999,4,PHILIPPINE CHRISTIAN UNIVERSITY,0,18,16
31/12/1991,16,TRINITY COLLEGE,1,51,0
31/12/2009,16,MOUNTAIN VIEW COLLEGE- VALENCIA CITY,0,50,3
31/12/2006,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,7,4
31/12/2010,0,MANUEL S. ENVERGA UNIVERSITY FOUNDATION - LUCENA,0,1,10
31/12/2003,4,CENTRO ESCOLAR UNIVERSITY,0,0,4
31/12/2009,16,BUSINESS CONTINUITY INSTITUTE (BCP ASIA AS LICENSED TRAINING PROVIDER),0,236,0
31/12/2002,0,ROOSEVELT COLLEGE,1,0,0
31/12/2002,16,FATIMA COLLEGE OF CAMIGUIN,0,5,14
31/12/2001,4,DE LA SALLE UNIVERSITY,1,0,4
31/12/2009,16,BATANGAS STATE UNIVERSITY,1,0,16
31/12/1999,10,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,6,7
31/12/2006,16,VELEZ COLLEGE,0,4,7
31/12/2000,4,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,18,4
31/12/2000,6,UNIVERSITY OF THE PHILIPPINES,0,91,16
31/12/1971,0,UNIVERSITY OF THE EAST,0,3,0
31/12/1993,16,DE LA SALLE UNIVERSITY,0,0,5
31/12/2009,16,PMI,0,0,4
31/12/2010,4,DE LA SALLE-COLLEGE OF ST. BENILDE,0,9,4
31/12/2016,16,OUR LADY OF THE ANGELS SEMINARY,1,4,5
31/12/1990,6,NATIONAL UNIVERSITY,0,36,16
31/12/2004,6,MAPUA INSTITUTE OF TECHNOLOGY,0,26,16
31/12/2010,16,UNIVERSITY OF SANTO TOMAS,0,30,0
31/12/2006,16,UNIVERSITY OF ASIA AND THE PACIFIC,0,172,12
31/12/2013,4,INFORMATICS COLLEGE,0,5,13
31/12/1996,8,UNIVERSITY OF SANTO TOMAS,0,95,0
31/12/2004,1,DMMSU GADUATE COLLEGE,0,1,16
31/12/1974,6,UNITED STATES NAVAL ACADEMY,0,234,8
31/12/1994,4,MAPUA INSTITUTE OF TECHNOLOGY,0,2,0
31/12/2004,6,UNIVERSITY OF THE EAST,0,1,9
31/12/2005,6,MARIANO MARCOS STATE UNIVERSITY,0,3,16
31/12/2003,4,SANTA CRUZ INSTITUTE,0,173,16
31/12/2006,1,TRACE COLLEGE,0,39,5
31/12/2001,16,ASSUMPTION COLLEGE,0,40,16
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES OPEN UNIVERSITY,0,27,15
31/12/2007,16,BICOL UNIVERSITY,1,5,15
31/12/1993,16,MANUEL S. ENVERGA UNIVERSITY FOUNDATION - LUCENA,0,1,2
31/12/2004,16,UNIVERSITY OF SANTO TOMAS,0,6,16
31/12/2006,16,UNIVERSITY OF SANTO TOMAS,1,79,5
31/12/1999,6,UNIVERSITY OF BATANGAS,0,129,16
31/12/2009,6,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,25,16
31/12/1997,16,UNIVERSITY OF SAN CARLOS (MAIN),0,1,4
31/12/1994,6,UNIVERSITY OF THE PHILIPPINES,0,243,16
31/12/2001,16,SAINT LOUIS UNIVERSITY (PH),0,3,16
31/12/2012,0,UNIVERSITY OF THE PHILIPPINES,0,55,0
31/12/2012,2,UNIVERSITY OF THE PHILIPPINES,0,69,11
31/12/2006,16,DE LA SALLE UNIVERSITY,0,2,11
31/12/2011,1,UNIVERSITY OF THE PHILIPPINES,0,7,11
31/12/2008,16,WESLEYAN UNIVERSITY - PHILIPPINES,0,124,16
31/12/2009,16,ACSAT - Q.C.,0,6,5
31/12/2005,16,PALAWAN STATE UNIVERSITY,1,0,8
31/12/2005,5,BUKIDNON STATE COLLEGE,0,1,16
31/12/2010,16,ATENEO DE MANILA UNIVERSITY,0,500+,16
31/12/2009,0,LAGUNA COLLEGE,1,2,0
31/12/2011,16,STI COLLEGE,0,6,4
31/12/2011,0,JOSE P. RIZAL UNIVERSITY,0,157,0
31/12/1996,2,UNIVERSITY OF SANTO TOMAS,1,19,7
31/12/1989,16,PAMANTASAN NG LUNGSOD NG MAYNILA,0,0,16
31/12/1986,0,UNIVERSITY OF PANGASINAN,0,11,16
31/12/2001,16,MINDANAO POLYTECHNIC STATE COLLEGE,0,0,9
31/12/2009,1,ATENEO GRADUATE SCHOOL OF BUSINESS,0,76,2
31/12/2012,11,UNIVERSITY OF THE PHILIPPINES BAGUIO,0,0,1
31/12/2000,14,UNIVERSITY OF THE PHILIPPINES,0,33,2
31/12/2009,0,ISABELA STATE UNIVERSITY,1,3,16
31/12/2012,4,DE LA SALLE UNIVERSITY,0,8,4
31/12/2014,16,UNIVERSITY OF THE PHILIPPINES,1,52,0
31/12/2002,0,ST. PAUL'S BUSINESS SCHOOL,0,6,4
31/12/2004,6,"EARIST (EULOGIO "" AMANG"" RODRIGUEZ INSTITUTE OF SCIENCE AND TECHNOLOGY )",0,0,3
31/12/2007,16,SOUTHWESTERN UNIVERSITY (PH),0,61,10
31/12/2006,4,SILLIMAN UNIVERSITY,0,9,4
31/12/2009,5,"SAN PEDRO COLLEGE,DAVAO CITY",0,1,7
31/12/2003,0,ST. PAUL UNIVERSITY OF DUMAGUETE,1,1,0
31/12/2009,16,SAINT COLUMBAN COLLEGE,1,5,0
31/12/2010,8,UNIVERSITY OF THE PHILIPPINES LOS BANOS GRADUATE SCHOOL,1,10,8
31/12/2005,16,ATENEO DE MANILA UNIVERSITY,0,169,16
31/12/2008,16,MANUEL LUIS QUEZON UNIVERSITY,0,4,14
31/12/1992,16,(PBMIT)BATANGAS STATE UNIVERSITY,0,1,3
31/12/2009,4,FIRST ASIA INSTITUTE OF TECHNOLOGY AND HUMANITIES,0,29,4
31/12/2009,6,CHUNG YUAN CHRISTIAN UNIVERSITY,0,5,5
31/12/2012,1,"UNIVERSITY OF THE PHILIPPINES, DILIMAN",0,45,10
31/12/1981,6,UNIVERSITY OF BAGUIO,1,26,16
31/12/2014,5,UNIVERSITY OF THE PHILIPPINES,0,2,5
31/12/2005,4,STI COLLEGE CUBAO,0,9,4
31/12/2002,16,BAGUIO SCHOOL OF BUSINESS AND TECHNOLOGY,1,4,16
31/12/2003,6,SAINT LOUIS UNIVERSITY (PH),0,13,11
31/12/1993,0,DE LA SALLE-ARANETA UNIVERSITY,1,0,8
31/12/2009,16,UNION CHRISTIAN COLLEGE,1,2,3
31/12/2007,6,SAINT LOUIS UNIVERSITY (PH),0,10,0
31/12/2007,5,LAGUNA NORTHWESTERN COLLEGE,0,5,16
31/12/2012,16,DMMMSU OPEN UNIVERSITY SYSTEM,0,1,5
31/12/2008,16,GORDON COLLEGE,1,1,4
31/12/2011,16,UNIVERSITY OF THE PHILIPPINES,0,159,8
31/12/2009,11,UNIVERSITY OF THE PHILIPPINES,0,84,16
31/12/2010,4,UNIVERSIDAD DE ZAMBOANGA,0,1,4
31/12/2003,16,SAN BEDA ALABANG,0,78,16
31/12/2011,4,PAMANTASAN NG MONTALBAN,0,1,4
31/12/2007,4,LORMA COLLEGES,0,56,4
31/12/2008,4,AMA UNIVERSITY,0,2,6
31/12/2012,16,SAN BARTOLOME HIGH SCHOOL,0,21,0
31/12/2005,4,UNIVERSITY OF CEBU,0,172,7
31/12/2006,16,MIRIAM COLLEGE,0,500+,4
31/12/2012,16,LAS PINAS COLLEGE,1,3,16
31/12/2005,6,EASTERN VISAYAS STATE UNIVERSITY,0,12,13
31/12/2004,4,ATENEO DE MANILA UNIVERSITY,0,62,16
31/12/2006,2,UNIVERSITY OF THE EAST,0,58,10
31/12/2009,2,INTERNATIONAL SCHOOL FOR CULINARY ARTS AND HOTEL MANAGEMENT,0,0,8
31/12/2001,16,UNIVERSITY OF THE PHILIPPINES,0,20,16
31/12/2006,0,SACRED HEART COLLEGE,0,0,16
31/12/2002,8,SAINT PAUL COLLEGE QC,0,28,16
31/12/2006,16,UNIVERSITY OF ASIA AND THE PACIFIC,0,286,4
31/12/2011,4,CITY OF LONDON COLLEGE,0,9,4
31/12/2012,0,DE LA SALLE UNIVERSITY,0,27,0
31/12/2004,16,DE LA SALLE UNIVERSITY,0,82,16
31/12/1999,16,DE LA SALLE UNIVERSITY,0,270,8
31/12/2007,16,"LYCEUM UNIVERSITY, COLLEGE OF LAW",0,106,3
31/12/2009,16,DE LA SALLE UNIVERSITY,1,14,16
31/12/2013,16,UNIVERSITY OF PASIG CITY,0,0,4
31/12/2012,6,UNIVERSITY OF THE PHILIPPINES,0,65,11
31/12/2012,6,MSEUF,0,1,2
31/12/1970,16,ATENEO DE NAGA UNIVERSITY,0,10,0
31/12/2014,7,COLLEGE OF MEDICINE 2014,0,7,7
31/12/2004,8,JOJI ILAGAN COLLEGE OF BUSINESS AND TOURISM,0,42,8
31/12/1993,16,UNIVERSITY OF CEBU,0,0,9
31/12/1979,16,UNIVERSITY OF BOHOL,0,40,0
31/12/2005,6,UNIVERSITY OF SOUTHEASTERN PHILIPPINES,0,28,3
31/12/2007,16,CAPITOL UNIVERSITY,1,4,7
31/12/2012,1,ATENEO GRADUATE SCHOOL OF BUSINESS,0,344,8
31/12/1995,16,CAGAYAN STATE UNIVERSITY,1,0,14
31/12/1986,6,UNIVERSITY OF THE PHILIPPINES,0,14,0
31/12/2010,4,AMA UNIVERSITY,1,1,4
31/12/1999,16,NEW YORK INSTITUTE OF PHOTOGRAPHY,0,28,16
31/12/1990,16,TOLENTINO TECH INSTITUTE,0,0,16
31/12/1989,16,UNIVERSITY OF THE PHILIPPINES,0,17,8
31/12/2004,6,DE LA SALLE UNIVERSITY,0,59,16
31/12/2010,1,ST. PAUL COLLEGE OF ILOCOS SUR,0,1,0
31/12/2008,4,AMA UNIVERSITY,0,3,4
31/12/1998,16,UNIVERSITY OF SANTO TOMAS,0,39,15
31/12/1994,4,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,102,4
31/12/2006,4,JOSE RIZAL UNIVERSITY,0,2,8
31/12/1973,16,ASSUMPTION COLLEGE,1,0,0
31/12/2008,2,UNIVERSITY OF SANTO TOMAS,0,3,2
31/12/1998,16,UNIVERSITY OF THE PHILIPPINES,0,1,0
31/12/2003,6,UNIVERSITY OF NEGROS OCCIDENTAL - RECOLETOS,0,6,3
31/12/2012,5,SAINT COLUMBAN COLLEGE,0,2,1
31/12/2011,5,JOSE MARIA COLLEGE,1,3,12
31/12/2003,16,LICEO DE CAGAYAN UNIVERSITY,0,154,2
31/12/1997,4,"LA CONSOLACION COLLEGE, CALOOCAN CITY",0,1,3
31/12/2003,16,PHILIPPINE NORMAL UNIVERSITY,0,192,8
31/12/1982,16,PAMANTASAN NG LUNGSOD NG MAYNILA,0,6,4
31/12/2009,16,AQUINAS UNIVERSITY,0,16,4
31/12/2005,0,ST. SCHOLASTICA'S COLLEGE,0,0,0
31/12/2011,16,UNIVERSITY OF THE PHILIPPINES,0,32,0
31/12/2007,16,NEW ERA UNIVERSITY,0,1,4
31/12/2000,4,ST. ANTHONY'S COLLEGE,1,0,15
31/12/2011,16,PALAWAN STATE UNIVERSITY,1,5,16
31/12/1986,0,ORTANEZ UNIVERSITY,0,4,16
31/12/2009,16,ATENEO DE MANILA UNIVERSITY,0,87,16
31/12/2005,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,1,0
31/12/2005,8,STI COLLAGE,0,2,16
31/12/2008,11,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,3,4
31/12/2004,16,SAN BEDA COLLEGE,1,52,15
31/12/2002,16,PHILIPPINE NORMAL UNIVERSITY,0,3,16
31/12/2005,3,MAPUA INSTITUTE OF TECHNOLOGY,1,0,6
31/12/2013,6,MAPUA INSTITUTE OF TECHNOLOGY,0,21,9
31/12/2001,16,SANCHEZ MIRA SCHOOL OF ARTS AND TRADES,0,2,16
31/12/2008,1,DAVAO DOCTORS COLLEGE,1,0,4
31/12/2012,0,NOTRE DAME UNIVERSITY,0,4,0
31/12/2006,4,MISAMIS UNIVERSITY,0,35,4
31/12/1997,12,UNIVERSITY OF THE PHILIPPINES,0,289,4
31/12/2005,4,SILLIMAN UNIVERSITY,1,28,11
31/12/2005,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,13,4
31/12/2010,7,UNIVERSITY OF THE PHILIPPINES,0,1,16
31/12/2004,16,NEGROS ORIENTAL STATE UNIVERSITY,0,0,4
31/12/1996,6,ADAMSON UNIVERSITY,1,1,9
31/12/2010,16,UNIVERSITY OF THE PHILIPPINES LOS BAÑOS,0,94,16
31/12/1994,8,EARIST,1,0,0
31/12/2010,1,ATENEO GRADUATE SCHOOL OF BUSINESS,0,183,16
31/12/1993,16,UNIVERSITY OF THE PHILIPPINES,0,276,16
31/12/2008,16,XAVIER UNIVERSITY-ATENEO DE CAGAYAN,1,8,7
31/12/2003,6,"CENTRAL VISAYAS POLYTECHNIC COLLEGE, NOW NEGROS ORIENTAL STATE UNIVERSITY",0,0,4
31/12/1998,1,UNIVERSITY OF SAN CARLOS,0,26,16
31/12/2005,7,PHILIPPINE COLLEGE OF TECHNOLOGY,0,3,7
31/12/1999,1,ATENEO GRADUATE SCHOOL OF BUSINESS,0,206,16
31/12/2013,10,MSU IIT,1,1,16
31/12/2004,1,MINDANAO STATE UNIVERSITY,0,13,5
31/12/1985,16,EASTERN VISAYAS STATE UNIVERSITY,0,6,3
31/12/1989,16,ATENEO DE NAGA UNIVERSITY,1,0,16
31/12/2010,2,UNIVERSITY OF SANTO TOMAS,1,4,1
31/12/2009,0,SAN BEDA COLLEGE,0,32,0
31/12/2010,6,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,0,4
31/12/1996,16,SAMSON INSTITUTE OF TECH.,0,1,16
31/12/2006,6,SILLIMAN UNIVERSITY,1,18,4
31/12/2011,0,"WESTERN LEYTE COLLEGE, INC.",1,1,0
31/12/2012,16,UNIVERSITY OF MANILA,1,0,4
31/12/2006,16,SAINT LOUIS UNIVERSITY (PH),0,16,16
31/12/2003,16,UNIVERSITY OF THE PHILIPPINES,0,53,10
31/12/2002,1,CENTRO ESCOLAR UNIVERSITY- MENDIOLA MANILA,0,15,0
31/12/2011,16,PAMANTASAN NG SANTO TOMAS,0,114,1
31/12/2009,6,UNIVERSITY OF THE PHILIPPINES,1,0,16
31/12/2002,16,CENTRO ESCOLAR UNIVERSITY,0,3,16
31/12/2007,16,UNIVERSITY OF THE EAST,0,7,4
31/12/2000,16,UNIVERSITY OF SAN CARLOS,0,50,16
31/12/2009,16,DE LA SALLE UNIVERSITY - GRADUATE SCHOOL OF BUSINESS,0,202,16
31/12/2007,2,DE LA SALLE - COLLEGE OF ST. BENILDE,1,0,2
31/12/2011,16,MINISTRY OF MUSIC AND PERFORMING ARTS ACADEMY,0,40,16
31/12/2011,5,BATAAN PENINSULA STATE UNIVERSITY,0,10,16
31/12/2007,4,ASIAN COLLEGE OF TECHNOLOGY,0,113,4
31/12/2006,6,MINDANAO STATE UNIVERSITY,1,1,4
31/12/2008,16,UNIVERSITY OF THE PHILIPPINES,0,160,4
31/12/1990,16,ADAMSON UNIVERSITY,0,1,5
31/12/1999,6,ST. PETER'S COLLEGE,0,0,16
31/12/1997,16,MINDANAO STATE UNIVERSITY,1,1,1
31/12/1997,16,MINDANAO STATE UNIVERSITY,1,0,1
31/12/1995,16,ST VINCENT DE PAUL COLLEGE SEMINARY,0,9,7
31/12/2011,16,ATENEO DE ZAMBOANGA UNIVERSITY,0,2,10
31/12/2010,0,ATENEO DE ZAMBOANGA UNIVERSITY,1,62,4
31/12/1983,6,UNIVERSITY OF NORTHERN PHILIPPINES,0,433,3
31/12/2006,16,LICEO DE CAGAYAN UNIVERSITY,0,11,0
31/12/2010,16,ST PAUL UNIVERSITY,0,1,1
31/12/2009,0,ST. RITA'S COLLEGE OF BALINGASAG,0,6,1
31/12/2013,0,LICEO DE CAGAYAN UNIVERSITY,0,1,0
31/12/2008,16,"PHILIPPINE PARAMEDICAL & TECHNICAL SCHOOL, CEBU",0,23,16
31/12/2005,4,SILLIMAN UNIVERSITY,0,192,16
31/12/2005,2,CENTRO ESCOLAR UNIVERSITY,0,52,8
31/12/2004,16,UNIVERSITY OF THE PHILIPPINES,0,424,4
31/12/2002,16,UNIVERSITY OF THE PHILIPPINES LOS BANOS,0,51,16
31/12/2014,16,UNIVERSITY OF THE IMMACULATE CONCEPTION,1,2,0
31/12/1977,16,CEBU INSTITUTE OF TECHNOLOGY,0,28,16
31/12/1998,16,UNIVERSITY OF SANTO TOMAS,0,100,16
31/12/1999,10,ST. SCHOLASTICA'S COLLEGE MANILA,0,85,8
31/12/2004,16,XAVIER UNIVERSITY,0,29,8
31/12/1981,16,UNIVERSITY OF SOUTHERN MINDANAO,1,2,5
31/12/2002,1,THE PHILIPPINE WOMEN'S UNIVERSITY,0,147,16
31/12/2004,16,ADAMSON UNIVERSITY,0,42,4
31/12/2000,16,MIRIAM COLLEGE,0,213,4
31/12/2007,16,DE LA SALLE UNIVERSITY,0,23,2
31/12/2005,16,MAPUA INSTITUTE OF TECHNOLOGY,0,58,4
31/12/1991,6,PAMANTASAN NG LUNGSOD NG MAYNILA,0,196,4
31/12/1984,0,FAR EASTERN UNIVERSITY,0,68,8
31/12/2006,16,MARIKINA POLYTECHNIC COLLEGE,0,0,16
31/12/1999,16,CAGAYAN STATE UNIVERSITY,1,0,16
31/12/2009,16,DR. CARLOS S. LANTING COLLEGE,0,12,7
31/12/1979,5,UNIVERSITY OF THE EAST,0,117,5
31/12/2008,16,UNIVERSITY OF CEBU,0,22,0
31/12/2008,0,FOUNDATION UNIVERSITY,1,0,8
31/12/2012,1,UNIVERSITY OF THE PHILIPPINES DILIMAN,0,18,10
31/12/2009,4,DE LA SALLE UNIVERSITY,1,0,4
31/12/2007,4,CENTRAL COLLEGES OF THE PHILIPPINES,0,11,4
31/12/2006,4,UP DILIMAN,0,62,16
31/12/1972,0,SOUTHERN ISLAND COLLEGES,0,1,0
31/12/2007,6,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,0,0,6
31/12/2008,16,UNIVERSITY OF BOHOL,1,7,16
