educations-end_date,educations-field_of_study,educations-school-name,positions-is-current,num-connections,industry-specialization
31/12/1983,0,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,208,7
31/12/2008,16,BUKIDNON STATE COLLEGE,0,11,16
31/12/2005,16,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES QC,0,13,4
31/12/2008,6,REPUBLIC CENTRAL COLLEGES,0,0,4
31/12/2011,1,ATENEO GRADUATE SCHOOL OF BUSINESS,1,53,0
31/12/1996,16,COLEGIO DE SAN JUAN DE LETRAN,0,0,16
31/12/2010,16,CAGAYAN DE ORO COLLEGE,0,0,6
31/12/2013,16,UNIVERSITY OF THE VISAYAS,0,15,7
31/12/2010,1,UNIVERSITY OF THE PHILIPPINES,0,155,4
31/12/2003,16,UNIVERSITY OF THE PHILIPPINES,0,18,1
31/12/2000,1,"PAGADIAN COLLEGE OF CRIMINOLOGY, PAGADIAN CITY",1,0,14
31/12/2007,16,FOUNDATION UNIVERSITY,0,11,16
31/12/1984,16,SILLIMAN UNIVERSITY,0,305,16
31/12/2011,10,UNIVERSITY OF SANTO TOMAS,0,18,16
31/12/2009,16,UNIVERSITY OF SANTO TOMAS,0,28,0
31/12/2008,16,SILLIMAN UNIVERSITY,0,18,1
31/12/2008,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,1,16
31/12/2008,6,UNIVERSITY OF SANTO TOMAS,0,5,6
31/12/2008,16,ATENEO DE MANILA UNIVERSITY,0,96,4
31/12/1990,16,SAINT LOUIS UNIVERSITY (PH),0,5,16
31/12/2010,16,UNIVERSITY OF SANTO TOMAS,0,2,7
31/12/2008,8,DE LA SALLE UNIVERSITY DASMARIÑAS,0,7,16
31/12/1990,16,ATENEO DE MANILA UNIVERSITY,0,49,15
31/12/2012,16,PAMANTASAN NG LUNGSOD NG MAYNILA,0,5,5
31/12/2006,0,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,2,0
31/12/2002,16,UNIVERSITY OF THE PHILIPPINES,0,28,8
31/12/1989,16,UNIVERSITY OF NORTHEASTERN PHILIPPINES,1,0,4
31/12/2001,16,UNIVERSITY OF THE PHILIPPINES,0,43,0
31/12/2010,16,MICROCADD,0,11,2
31/12/2009,1,UNIVERSITY OF THE EAST,0,0,4
31/12/1998,16,SANTA CRUZ INSTITUTE,0,3,16
31/12/2008,6,"BULACAN STATE UNIVERSITY, PHILIPPINES",0,72,6
31/12/2009,4,OUR LADY OF FATIMA UNIVERSITY,1,79,4
31/12/2005,0,UNIVERSITY OF THE CORDILLERAS,0,13,0
31/12/1986,6,UNIVERSITY OF NEGROS OCCIDENTAL - RECOLETOS,0,46,16
31/12/1994,16,JASMS- PWU (QC CAMPUS),0,500+,8
31/12/2011,4,MAPUA INSTITUTE OF TECHNOLOGY,1,500+,16
31/12/2001,16,MEDICAL COLLEGES OF NORTHERN PHILIPPINES,0,2,16
31/12/2003,6,SAINT LOUIS UNIVERSITY (PH),0,14,6
31/12/2011,16,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES,1,23,16
31/12/2000,16,UNIVERSITY OF SANTO TOMAS,0,144,4
31/12/2007,16,DON BOSCO COLLEGE - SEMINARY,0,8,10
31/12/2011,16,ASIAN INSTITUTE OF MANAGEMENT,1,1,5
31/12/1985,0,UNIVERSITY OF NUEVA CACERES,1,1,15
31/12/2005,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,2,0
31/12/2000,10,DE LA SALLE UNIVERSITY,0,79,4
31/12/2005,0,WESLEYAN UNIVERSITY - PHILIPPINES,0,95,4
31/12/1999,16,CAMARINES SUR STATE AGRICULTURAL COLLEGE,0,60,16
31/12/2012,16,FAR EASTERN UNIVERSITY,0,97,16
31/12/1997,16,NUEVA ECIJA UNIVERSITY OF SCIENCE AND TECHNOLOGY,0,6,6
31/12/2009,16,SOUTH PHILIPPINE ADVENTIST COLLEGE,1,90,4
31/12/2009,10,DE LA SALLE UNIVERSITY,1,1,16
31/12/2003,6,ADAMSON UNIVERSITY,1,3,9
31/12/1982,16,FEATI UNIVERSITY,0,15,16
31/12/1983,16,UNIVERSITY OF SANTO TOMAS,1,1,16
31/12/2005,4,LYCEUM OF THE PHILIPPINES MANILA,1,143,2
31/12/2011,6,MAPUA INSTITUTE OF TECHNOLOGY,1,19,4
31/12/2007,16,ATENEO DE MANILA UNIVERSITY,0,263,4
31/12/1995,16,DE LA SALLE UNIVERSITY,0,106,5
31/12/2007,16,DE LA SALLE UNIVERSITY,0,500+,0
31/12/2012,11,ATENEO DE MANILA UNIVERSITY,0,6,16
31/12/2014,16,DE LA SALLE UNIVERSITY,0,2,7
31/12/2007,5,MANUEL S. ENVERGA UNIVERSITY FOUNDATION - LUCENA,1,0,4
31/12/1998,10,DE LA SALLE UNIVERSITY,1,45,16
31/12/2005,4,DE LA SALLE UNIVERSITY,0,54,4
31/12/2002,4,AMA UNIVERSITY,1,4,16
31/12/2001,4,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES,0,8,8
31/12/2001,0,UNIVERSITY OF LA SALETTE,0,2,16
31/12/1999,6,RIZAL TECHNOLOGICAL UNIVERSITY,0,59,10
31/12/2012,16,IACADEMY,0,82,10
31/12/2009,6,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES,0,39,16
31/12/2010,12,UNIVERSITY OF THE PHILIPPINES,0,72,10
31/12/2010,7,UNIVERSITY OF LA SALETTE,1,1,7
31/12/1999,16,ATENEO DE DAVAO UNIVERSITY,0,13,5
31/12/2003,4,MAPUA INSTITUTE OF TECHNOLOGY,1,6,16
31/12/2002,0,DIVINE WORD COLLEGE OF LEGAZPI,1,0,0
31/12/1996,16,COLEGIO DE DAGUPAN(FORMERLY COMPUTRONIX COLLEGE),0,16,8
31/12/2011,16,EVERY NATION SCHOOL OF LOCAL CHURCH MINISTRY,0,7,16
31/12/1987,16,QUIAPO PAROCHIAL SCHOOL,1,32,15
31/12/2000,4,LYCEUM OF THE PHILIPPINES,1,13,4
31/12/1997,4,PHILIPPINE CHRISTIAN UNIVERSITY,0,10,16
31/12/2009,16,INFORMATICS COMPUTER INSTITUTE,0,0,4
31/12/2006,16,SAINT LOUIS UNIVERSITY (PH),0,61,16
31/12/2009,16,CENTRAL LUZÓN STATE UNIVERSITY,0,144,10
31/12/2012,16,NATIONAL DEFENSE COLLEGE OF THE PHILIPPINES (NDCP),0,121,16
31/12/2009,16,OUR LADY OF FATIMA UNIVERSITY,0,0,7
31/12/2008,16,SOUTHERN ISABELA OF ARTS & TRADE,0,2,11
31/12/2014,16,CRIMINAL JUSTICE COLLEGE PHIL.,0,4,16
31/12/1981,6,UNIVERSITY OF SANTO TOMAS,1,2,0
31/12/2004,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,6,16
31/12/1993,16,DE LA SALLE UNIVERSITY,0,60,4
31/12/2010,5,CAGAYAN STATE UNIVERSITY,0,9,5
31/12/1985,6,CEBU INSTITUTE OF TECHNOLOGY,0,1,16
31/12/2011,7,ATENEO GRADUATE SCHOOL OF BUSINESS,0,49,7
31/12/2006,6,NEW ERA UNIVERSITY,0,65,4
31/12/2005,16,WESLEYAN UNIVERSITY OF THE PHILIPPINES,0,24,16
31/12/2003,14,PHILIPPINE COLLEGE OF CRIMINOLOGY,0,40,16
31/12/2005,7,UNIVERSITY OF SANTO TOMAS,0,500+,7
31/12/2002,16,DE LA SALLE UNIVERSITY,0,52,4
31/12/2010,16,HOLY CROSS OF DAVAO COLLEGE,0,0,1
31/12/2009,4,STI COLLEGE OF DAVAO,0,35,16
31/12/2006,16,UNIVERSITY OF THE PHILIPPINES,0,285,16
31/12/2001,16,TOMAS DEL ROSARIO COLLEGE,0,12,0
31/12/2006,16,SAN SEBASTIAN COLLEGE - RECOLETOS MANILA,1,4,8
31/12/2004,0,JOSE RIZAL UNIVERSITY,0,21,0
31/12/1984,16,ATENEO DE ZAMBOANGA UNIVERSITY,0,42,16
31/12/2004,16,"GOLDEN STATE COLLEGE, GENERAL SANTOS CITY",0,8,16
31/12/1996,16,ATENEO DE NAGA UNIVERSITY,1,1,0
31/12/2012,5,BUKIDNON STATE UNIVERSITY,0,0,2
31/12/2011,16,PHOENIX ONE - KNOWLEDGE INSTITUTE,0,84,16
31/12/2006,4,UNIVERSITY OF LA SALETTE,0,187,4
31/12/2002,2,NATIONAL COLLEGE OF SCIENCE AND TECHNOLOGY,0,6,4
31/12/2003,16,ATENEO DE ZAMBOANGA UNIVERSITY,0,84,16
31/12/1995,16,UP MANILA,1,98,4
31/12/2004,6,MAPUA INSTITUTE OF TECHNOLOGY,0,49,16
31/12/2005,4,UNIVERSITY OF SANTO TOMAS,0,28,4
31/12/2008,14,UNIVERSITY OF THE CORDILLERAS,0,1,12
31/12/2001,8,SAINT PAUL UNIVERSITY,0,206,16
31/12/1996,1,PHIL. SCHOOL OF BUSINESS ADMIN,0,56,4
31/12/2001,16,DE LA SALLE UNIVERSITY,0,222,16
31/12/1998,6,MAPUA INSTITUTE OF TECHNOLOGY,1,4,9
31/12/2004,6,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES,1,1,9
31/12/1986,16,PAMANTASAN NG LUNGSOD NG MAKATI,0,0,16
31/12/2003,16,ISABELA STATE UNIVERSITY,0,31,4
31/12/1994,16,ADAMSON UNIVERSITY,1,40,2
31/12/2012,16,AMA UNIVERSITY,0,0,4
31/12/2010,2,STI COLLEGE MUÑOZ,0,0,10
31/12/2008,16,PROVINCIAL MANPOWER TRAINING CENTER,0,1,6
31/12/2005,4,UNIVERSITY OF BAGUIO,1,75,16
31/12/2011,16,UNIVERSITY OF SANTO TOMAS,1,5,16
31/12/2000,16,UNIVERSITY OF THE PHILIPPINES,1,4,4
31/12/2008,16,PHILIPPINE MARITIME INSTITUTE,0,6,16
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES,0,126,4
31/12/2011,16,ASIA GRADUATE SCHOOL OF THEOLOGY,0,12,5
31/12/2004,16,SINGAPORE AMERICAN SCHOOL,0,0,16
31/12/2004,16,MANGATARE NATINAL HIGH SCHOOL,0,1,7
31/12/2005,6,DE LA SALLE UNIVERSITY,0,11,0
31/12/2005,16,SAINT LOUIS UNIVERSITY (PH),0,67,0
31/12/2013,10,NATIONAL COLLEGE OF BUSINESS AND ARTS - FAIRVIEW,0,24,10
31/12/1999,16,DE LA SALLE UNIVERSITY,0,63,0
31/12/2005,16,MAPUA INSTITUTE OF TECHNOLOGY,1,45,4
31/12/2008,6,BICOL UNIVERSITY,0,13,16
31/12/2008,16,BICOL UNIVERSITY,0,17,15
31/12/2013,16,DE LA SALLE UNIVERSITY,1,26,5
31/12/2003,16,"ST. PAUL UNIVERSITY (QUEZON CITY, PHILIPPINES)",0,13,16
31/12/2000,16,FAR EASTERN UNIVERSITY,0,361,16
31/12/2008,4,UNIVERSITY OF THE PHILIPPINES,0,3,4
31/12/1995,16,EMILIO AGUINALDO COLLEGE MANILA,0,0,2
31/12/2003,4,BATANGAS STATE UNIVERSITY,0,124,4
31/12/2007,16,WEST VISAYAS STATE UNIVERSITY,0,23,4
31/12/2010,10,UNIVERSITY OF THE PHILIPPINES,0,325,16
31/12/2000,4,NATIONAL COLLEGE OF SCIENCE AND TECHNOLOGY ( NCST ),0,0,16
31/12/2011,7,VELEZ COLLEGE,1,0,7
31/12/2010,16,PAMANTASAN NG LUNGSOD NG MAYNILA,0,3,8
31/12/2012,16,UNIVERSITY OF THE PHILIPPINES,0,21,16
31/12/1976,0,CENTRO ESCOLAR UNIVERSITY,0,1,16
31/12/2008,16,FAR EASTERN UNIVERSITY,0,39,16
31/12/1990,16,UNIVERSITY OF SANTO TOMAS,0,137,16
31/12/2006,16,"ASSUMPTION COLLEGE, SAN LORENZO",0,35,0
31/12/2010,2,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,69,16
31/12/2007,16,UNIVERSITY OF THE PHILIPPINES,0,8,16
31/12/2013,7,UNIVERSITY OF THE PHILIPPINES,0,72,0
31/12/1984,6,FAR EASTERN UNIVERSITY,0,182,6
31/12/2008,16,ATENEO DE MANILA UNIVERSITY,0,146,16
31/12/2001,10,UNIVERSITY OF THE EAST,1,154,0
31/12/2009,0,UNIVERSITY OF THE CORDILLERAS,0,2,16
31/12/2007,4,WESTERN VISAYAS COLLEGE OF SCIENCE AND TECHNOLOGY,0,65,4
31/12/1982,6,ADAMSON UNIVERSITY,0,150,4
31/12/2009,16,STI E-COLLEGE SOUTHWOODS,1,164,10
31/12/2007,4,UNIVERSITY OF THE CORDILLERAS,0,31,4
31/12/2007,5,SAINT LOUIS UNIVERSITY,0,8,14
31/12/2006,16,UNIVERSITY OF SAINT LOUIS,0,0,16
31/12/2009,16,WESTERN MINDANAO STATE UNVIERSITY,0,13,16
31/12/2014,16,IACADEMY,1,3,4
31/12/1984,16,DE LA SALLE UNIVERSITY,0,47,0
31/12/2004,16,ATENEO DE NAGA UNIVERSITY,0,68,16
31/12/2011,16,MINDANAO STATE UNIVERSITY - ILIGAN INSTITUTES OF TECHNOLOGY,0,9,3
31/12/2012,16,UNIVERSITY OF SOUTHEASTERN PHILIPPINES,0,1,5
31/12/2009,16,CENTER FOR INTERNATIONAL EDUCATION,0,52,4
31/12/1999,16,NAGA COLLEGE FOUNDATION,0,19,7
31/12/2006,4,PHILIPPINE CHRISTIAN UNIVERSITY,0,3,16
31/12/2010,16,UNIVERSITY OF SAN JOSE - RECOLETOS,0,34,1
31/12/2010,16,UNIVERSITY OF THE PHILIPPINES,0,374,0
31/12/2010,6,MITC-APTECH COMPUTER EDUCATION,0,21,1
31/12/2007,16,XAVIER UNIVERSITY,0,0,1
31/12/2010,10,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,0,9
31/12/2008,4,ABADA COLLEGE,0,67,4
31/12/2011,1,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,8,0
31/12/2010,2,UNIVERSITY OF SANTO TOMAS,1,0,3
31/12/2009,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,28,16
31/12/2013,10,DE LA SALLE LIPA,0,18,10
31/12/2010,4,INFORMATICS INTERNATIONAL COLLEGE,1,5,4
31/12/1973,16,UNIVERSITY OF SAN JOSE - RECOLETOS,0,0,7
31/12/1978,6,FAR EASTERN UNIVERSITY,0,0,16
31/12/1995,16,ARELLANO UNIVERSITY,0,2,7
31/12/2002,16,SOUTHERN LUZON STATE UNIVERSITY,0,24,16
31/12/2013,16,ATENEO LAW SCHOOL,0,42,14
31/12/2007,16,DE LA SALLE UNIVERSITY,1,9,16
31/12/2003,16,ATENEO DE MANILA UNIVERSITY,0,198,7
31/12/2000,4,MENLO COLLEGE,0,119,16
31/12/2000,16,FAR EASTERN UNIVERSITY,0,29,4
31/12/2006,6,UNIVERSITY OF THE PHILIPPINES,0,71,16
31/12/1982,0,JOSE RIZAL COLLEGE,0,134,8
31/12/2012,4,UNIVERSITY OF THE PHILIPPINES LOS BAÑOS,0,15,4
31/12/1987,16,FAR EASTERN UNIVERSITY,1,5,16
31/12/2005,4,UNIVERSITY OF BAGUIO,0,0,4
31/12/2012,2,DE LA SALLE - COLLEGE OF SAINT BENILDE,0,4,2
31/12/2011,6,ATENEO DE MANILA UNIVERSITY,0,96,11
31/12/1983,15,UNIVERSITY OF THE EAST,0,19,15
31/12/2011,16,UNIVERSITY OF THE PHILIPPINES,0,126,6
31/12/2005,16,"ST. SCHOLASTICA'S COLLEGE, MANILA",0,354,9
31/12/2005,6,PAMANTASAN NG LUNGSOD NG MAYNILA,0,144,16
31/12/1993,0,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,2,3
31/12/1989,16,PABLO BORBON MEMORIAL INSTITUTE OF TECHNOLOGY,1,2,16
31/12/2005,10,FAR EASTERN UNIVERSITY,1,10,16
31/12/1992,6,UNIVERSITY OF THE EAST,0,22,16
31/12/2007,0,CENTRAL LUZON STATE UNIVERSITY,0,12,0
31/12/2009,0,DE LA SALLE LIPA,0,4,0
31/12/1984,16,MAPUA INSTITUTE OF TECHNOLOGY,1,3,16
31/12/2013,10,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,0,111,10
31/12/2006,8,UNIVERSITY OF PERPETUAL HELP SYSTEM DALTA,0,7,1
31/12/2008,6,UNIVERSITY OF THE PHILIPPINES,1,7,9
31/12/2010,4,STI COLLEGE,1,1,16
31/12/2012,4,BICOL UNIVERSITY,0,2,4
31/12/2000,16,THE PHILIPPINE WOMEN'S UNIVERSITY,0,500+,16
31/12/2000,6,MAPUA INSTITUTE OF TECHNOLOGY,0,3,16
31/12/2010,1,ATENEO GRADUATE SCHOOL OF BUSINESS,0,113,4
31/12/2003,4,TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES,0,303,4
31/12/2008,10,GRADUATE SCHOOL COLLEGE OF BUSINESS DE LA SALLE UNIVERSITY,1,115,10
31/12/2011,14,LYCEUM OF THE PHILIPPINES UNIVERSITY,0,13,16
31/12/2005,16,UNIVERSITY OF SAINT LA SALLE,0,397,0
31/12/2007,16,POLYTECHNIC UNIVERSITY OF THE PHILIPPINES,1,19,0
31/12/2012,4,AMA UNIVERSITY,1,3,4
31/12/2003,4,CENTER FOR INDUSTRIAL TECHNOLOGY AND ENTERPRISE,0,221,4
31/12/2000,4,DE LA SALLE UNIVERSITY,0,500+,4
31/12/1991,16,UNIVERSITY OF SAN CARLOS,1,3,7
31/12/1998,6,ADAMSON UNIVERSITY,0,500+,16
31/12/2009,16,RIZAL TECHNOLOGICAL UNIVERSITY,1,33,1
31/12/2000,16,FAR EASTERN UNIVERSITY,0,500+,1
31/12/2008,16,SOUTH EAST ASIA GRADUATE SCHOOL OF THEOLOGY,1,40,5
31/12/2008,5,FEU/METROPOLITAN HOSPITAL COLLEGE OF NURSING,0,1,7
31/12/2011,16,ATENEO GRADUATE SCHOOL OF BUSINESS,1,500+,16
31/12/1987,16,THE UNIVERSITY OF DALLAS,0,8,15
31/12/2002,4,AMA COMPUTER COLLEGE - DAVAO,0,2,16
31/12/2011,16,UNIVERSITY OF SAN CARLOS,0,2,16
31/12/2000,4,EASTERN SAMAR STATE UNIVERSITY,0,2,2
31/12/2010,10,DE LA SALLE UNIVERSITY DAMARINAS,1,9,10
31/12/1996,16,SAINT JOSEPH INSTITUTE OF TECHNOLOGY,1,0,5
31/12/2007,1,COMPUTER ARTS AND TECHNOLOGICAL COLLEGE,0,11,2
31/12/2006,14,ATENEO DE MANILA UNIVERSITY,0,57,14
31/12/2002,16,GOLDEN GATE COLLEGES,1,19,16
31/12/1992,16,UNIVERSITY OF NUEVA CACERES,0,9,0
31/12/1996,16,COLEGIO DE SAN JUAN DE LETRAN,0,43,0
31/12/2011,16,SURIGAO STATE COLLEGE OF TECHNOLOGY,0,1,4
31/12/2005,16,CEBU DOCTORS' UNIVERSITY,0,9,4
31/12/1995,16,BICOL UNIVERSITY,0,0,0
31/12/2008,14,ATENEO DE MANILA UNIVERSITY,1,52,14
31/12/2009,4,PAMANTASAN NG LUNGSOD NG MAYNILA,1,16,4
